脱敏客户ID,付款时间,支付金额
cumid14537,2023-12-06 15:45:22,125.91
cumid11057,2023-12-06 15:49:02,26.0
cumid14538,2023-12-06 15:53:39,117.05
cumid14539,2023-12-06 15:58:02,10.02
cumid14540,2023-12-06 15:58:59,39.31
cumid14541,2023-12-06 15:59:31,39.36
cumid14542,2023-12-06 16:02:05,10.05
cumid364,2023-12-06 16:19:18,14.04
cumid14543,2023-12-06 16:29:23,117.17
cumid14544,2023-12-06 16:36:53,9.65
cumid14545,2023-12-06 16:39:35,9.7
cumid14546,2023-12-06 16:45:37,37.59
cumid14547,2023-12-06 16:47:29,0.0
cumid14548,2023-12-06 16:50:35,188.8
cumid14549,2023-12-06 16:52:17,36.97
cumid4647,2023-12-06 17:17:54,61.84
cumid14550,2023-12-06 17:18:27,270.3
cumid14551,2023-12-06 17:23:03,119.68
cumid97,2023-12-06 17:23:33,124.49
cumid14552,2023-12-06 17:35:59,30.18
cumid12139,2023-12-06 17:37:20,179.15
cumid14553,2023-12-06 18:12:22,38.48
cumid1690,2023-12-06 18:28:51,189.72
cumid14554,2023-12-06 18:45:51,9.38
cumid14554,2023-12-06 18:53:36,0.0
cumid14555,2023-12-06 19:00:02,109.77
cumid14556,2023-12-06 19:02:47,57.01
cumid14557,2023-12-06 19:12:02,9.69
cumid14558,2023-12-06 19:13:41,18.21
cumid14559,2023-12-06 19:14:37,282.61
cumid13424,2023-12-06 19:16:18,199.45
cumid14560,2023-12-06 19:27:29,25.9
cumid14561,2023-12-06 19:29:45,9.27
cumid14562,2023-12-06 19:39:57,144.46
cumid14563,2023-12-06 19:40:51,9.39
cumid14564,2023-12-06 19:48:35,17.61
cumid2934,2023-12-06 19:52:12,133.73
cumid14565,2023-12-06 19:56:58,110.54
cumid14566,2023-12-06 20:02:42,209.84
cumid14557,2023-12-06 20:15:01,9.33
cumid10906,2023-12-06 20:17:36,188.53
cumid14567,2023-12-06 20:25:03,36.51
cumid14567,2023-12-06 20:25:11,37.52
cumid13472,2023-12-06 20:26:43,36.71
cumid14568,2023-12-06 20:29:38,18.19
cumid14569,2023-12-06 20:40:45,141.85
cumid14570,2023-12-06 20:41:10,36.68
cumid14571,2023-12-06 20:43:26,207.16
cumid14572,2023-12-06 20:46:05,12.09
cumid14573,2023-12-06 20:54:04,38.44
cumid14574,2023-12-06 20:59:25,189.2
cumid14575,2023-12-06 21:01:52,14.97
cumid14576,2023-12-06 21:07:41,9.61
cumid14577,2023-12-06 21:31:51,134.87
cumid14578,2023-12-06 21:34:28,28.48
cumid14579,2023-12-06 21:46:51,111.59
cumid14580,2023-12-06 21:48:37,9.28
cumid14581,2023-12-06 21:52:50,9.99
cumid14582,2023-12-06 21:53:42,37.83
cumid14583,2023-12-06 21:55:32,271.82
cumid14584,2023-12-06 21:58:01,17.43
cumid14585,2023-12-06 22:03:46,201.12
cumid14586,2023-12-06 22:06:26,9.25
cumid14336,2023-12-06 22:14:48,107.71
cumid14587,2023-12-06 22:16:51,0.0
cumid8660,2023-12-06 22:19:26,24.24
cumid14588,2023-12-06 22:27:00,150.41
cumid14589,2023-12-06 22:32:03,9.47
cumid14590,2023-12-06 22:34:14,36.78
cumid1814,2023-12-06 22:46:24,36.77
cumid14591,2023-12-06 22:53:51,187.81
cumid14592,2023-12-06 22:59:34,108.19
cumid14593,2023-12-06 23:16:07,193.73
cumid14593,2023-12-06 23:17:10,189.69
cumid14594,2023-12-06 23:24:57,212.54
cumid14595,2023-12-06 23:45:16,25.84
cumid14596,2023-12-06 23:54:34,16.97
cumid14597,2023-12-07 00:08:54,148.88
cumid14598,2023-12-07 00:16:30,115.81
cumid8681,2023-12-07 00:37:28,17.07
cumid14599,2023-12-07 00:53:46,29.88
cumid43,2023-12-07 01:26:37,193.71
cumid14600,2023-12-07 01:44:38,9.35
cumid14601,2023-12-07 01:45:50,191.38
cumid14602,2023-12-07 01:52:41,10.05
cumid14603,2023-12-07 01:56:43,38.58
cumid14604,2023-12-07 02:26:34,136.46
cumid7187,2023-12-07 02:36:27,125.44
cumid14605,2023-12-07 02:56:15,179.83
cumid14606,2023-12-07 03:25:24,148.16
cumid14607,2023-12-07 03:35:48,9.3
cumid14608,2023-12-07 03:40:33,36.58
cumid14609,2023-12-07 03:56:38,37.4
cumid14610,2023-12-07 06:03:47,140.22
cumid14611,2023-12-07 06:09:42,151.0
cumid14612,2023-12-07 07:35:31,9.45
cumid14613,2023-12-07 08:04:58,345.11
cumid14614,2023-12-07 08:06:36,118.18
cumid9914,2023-12-07 08:07:32,117.09
cumid14615,2023-12-07 08:16:36,200.39
cumid5777,2023-12-07 08:25:15,196.57
cumid14616,2023-12-07 08:45:21,9.67
cumid14617,2023-12-07 09:04:35,123.48
cumid14618,2023-12-07 09:25:20,119.65
cumid11314,2023-12-07 09:30:08,191.56
cumid14619,2023-12-07 09:30:10,190.58
cumid2959,2023-12-07 10:06:02,113.85
cumid14620,2023-12-07 10:12:12,146.95
cumid14621,2023-12-07 10:13:29,114.88
cumid9819,2023-12-07 10:19:26,120.02
cumid12781,2023-12-07 10:24:25,109.35
cumid14622,2023-12-07 10:38:02,9.92
cumid14623,2023-12-07 10:51:18,278.14
cumid14624,2023-12-07 10:53:06,17.12
cumid14625,2023-12-07 10:57:53,18.09
cumid14625,2023-12-07 11:00:10,0.0
cumid11667,2023-12-07 11:11:48,111.59
cumid14626,2023-12-07 11:17:05,9.92
cumid14627,2023-12-07 11:23:41,187.33
cumid3189,2023-12-07 11:34:28,137.81
cumid4046,2023-12-07 11:40:28,10.06
cumid14628,2023-12-07 11:49:23,39.52
cumid14629,2023-12-07 12:02:09,146.15
cumid14630,2023-12-07 12:06:16,9.66
cumid14631,2023-12-07 12:14:42,9.79
cumid14632,2023-12-07 12:14:44,186.86
cumid14633,2023-12-07 12:16:54,116.97
cumid14634,2023-12-07 12:18:08,39.0
cumid14635,2023-12-07 12:25:02,36.83
cumid14636,2023-12-07 12:27:23,138.59
cumid14637,2023-12-07 12:39:27,142.06
cumid14638,2023-12-07 12:40:35,643.82
cumid3680,2023-12-07 12:45:50,115.89
cumid14639,2023-12-07 12:55:46,112.12
cumid14640,2023-12-07 13:08:10,17.05
cumid250,2023-12-07 13:10:22,279.01
cumid14641,2023-12-07 13:16:18,182.43
cumid14642,2023-12-07 13:19:43,10.05
cumid14643,2023-12-07 13:40:27,37.95
cumid829,2023-12-07 13:52:14,115.57
cumid829,2023-12-07 13:52:25,0.0
cumid14077,2023-12-07 14:02:07,185.32
cumid14644,2023-12-07 14:02:27,9.27
cumid14645,2023-12-07 14:07:53,52.89
cumid14646,2023-12-07 14:29:57,129.52
cumid14647,2023-12-07 14:35:00,17.67
cumid14648,2023-12-07 14:37:46,9.85
cumid14649,2023-12-07 14:43:41,30.14
cumid14650,2023-12-07 14:48:15,335.08
cumid14651,2023-12-07 14:48:16,189.39
cumid14652,2023-12-07 14:56:25,189.97
cumid14653,2023-12-07 14:56:59,9.92
cumid14654,2023-12-07 15:00:10,9.4
cumid14655,2023-12-07 15:05:44,109.4
cumid14656,2023-12-07 15:08:59,149.28
cumid14657,2023-12-07 15:11:28,25.03
cumid14658,2023-12-07 15:14:33,18.19
cumid14659,2023-12-07 15:14:54,9.88
cumid12446,2023-12-07 15:22:29,17.81
cumid14660,2023-12-07 15:25:35,24.61
cumid14661,2023-12-07 15:30:11,107.98
cumid14652,2023-12-07 15:42:52,0.0
cumid11911,2023-12-07 15:55:08,117.16
cumid14662,2023-12-07 16:02:45,352.78
cumid14663,2023-12-07 16:08:15,117.69
cumid14253,2023-12-07 16:11:33,192.92
cumid14664,2023-12-07 16:13:54,111.83
cumid14665,2023-12-07 16:18:40,25.93
cumid14666,2023-12-07 16:20:38,188.46
cumid3703,2023-12-07 16:37:23,118.33
cumid14667,2023-12-07 16:44:29,275.54
cumid14668,2023-12-07 16:49:34,108.77
cumid6511,2023-12-07 16:54:02,9.75
cumid14669,2023-12-07 17:08:03,9.27
cumid14670,2023-12-07 17:15:05,184.79
cumid9517,2023-12-07 17:16:12,181.09
cumid14671,2023-12-07 17:36:08,9.39
cumid12727,2023-12-07 17:41:42,363.9
cumid14672,2023-12-07 17:55:11,9.5
cumid641,2023-12-07 18:17:21,192.13
cumid4669,2023-12-07 18:27:47,36.31
cumid14673,2023-12-07 18:33:35,272.57
cumid6268,2023-12-07 18:36:22,328.0
cumid5221,2023-12-07 18:37:41,187.27
cumid14674,2023-12-07 18:37:51,16.8
cumid14675,2023-12-07 18:40:30,22.56
cumid67,2023-12-07 18:41:08,341.75
cumid14676,2023-12-07 18:45:39,190.07
cumid14677,2023-12-07 18:45:52,118.76
cumid3916,2023-12-07 18:51:14,38.74
cumid12334,2023-12-07 19:02:50,196.04
cumid14678,2023-12-07 19:14:19,9.91
cumid14679,2023-12-07 19:34:29,196.92
cumid14680,2023-12-07 19:39:05,138.8
cumid14681,2023-12-07 19:55:26,192.16
cumid14682,2023-12-07 19:57:42,186.64
cumid14683,2023-12-07 20:02:32,148.67
cumid14684,2023-12-07 20:03:21,9.37
cumid14685,2023-12-07 20:08:30,9.75
cumid14686,2023-12-07 20:10:53,188.27
cumid14687,2023-12-07 20:19:36,114.62
cumid14688,2023-12-07 20:31:21,11.75
cumid14689,2023-12-07 20:47:13,17.04
cumid13670,2023-12-07 20:52:15,10.08
cumid14690,2023-12-07 20:53:01,37.52
cumid14691,2023-12-07 21:03:55,279.67
cumid14692,2023-12-07 21:09:06,18.14
cumid8681,2023-12-07 21:29:21,38.69
cumid14693,2023-12-07 21:31:37,122.77
cumid14694,2023-12-07 21:36:28,36.5
cumid14695,2023-12-07 21:36:52,63.86
cumid14696,2023-12-07 21:46:30,140.35
cumid14697,2023-12-07 21:47:23,9.8
cumid8926,2023-12-07 21:50:46,271.3
cumid14698,2023-12-07 21:50:58,37.66
cumid14699,2023-12-07 21:56:43,37.01
cumid14700,2023-12-07 21:58:36,127.0
cumid14701,2023-12-07 21:59:49,17.8
cumid11205,2023-12-07 22:00:34,192.29
cumid3072,2023-12-07 22:03:43,113.45
cumid13045,2023-12-07 22:05:17,149.65
cumid14702,2023-12-07 22:06:39,114.38
cumid14703,2023-12-07 22:06:46,9.74
cumid14704,2023-12-07 22:09:59,183.57
cumid14705,2023-12-07 22:09:59,9.38
cumid14706,2023-12-07 22:15:14,237.02
cumid14707,2023-12-07 22:26:39,9.81
cumid14708,2023-12-07 22:32:06,201.72
cumid14709,2023-12-07 22:37:27,10.06
cumid14710,2023-12-07 22:48:56,9.41
cumid14711,2023-12-07 22:51:55,180.12
cumid14712,2023-12-07 22:55:47,10.05
cumid14713,2023-12-07 22:57:56,371.54
cumid14714,2023-12-07 23:13:45,193.37
cumid14715,2023-12-07 23:29:21,141.93
cumid14716,2023-12-07 23:30:56,9.65
cumid67,2023-12-07 23:40:47,37.71
cumid13030,2023-12-07 23:45:11,111.63
cumid14717,2023-12-07 23:54:37,38.77
cumid14718,2023-12-08 00:02:47,17.33
cumid14719,2023-12-08 00:11:03,150.41
cumid7148,2023-12-08 00:21:24,9.83
cumid10721,2023-12-08 00:27:48,349.45
cumid980,2023-12-08 00:41:37,113.02
cumid14720,2023-12-08 00:48:45,17.66
cumid14721,2023-12-08 00:59:37,128.62
cumid14722,2023-12-08 01:06:04,119.95
cumid14723,2023-12-08 01:24:09,121.22
cumid1297,2023-12-08 01:39:32,26.22
cumid14724,2023-12-08 02:18:52,120.25
cumid14725,2023-12-08 02:21:48,9.28
cumid980,2023-12-08 02:33:12,118.57
cumid14726,2023-12-08 02:37:01,145.15
cumid14727,2023-12-08 02:54:18,146.66
cumid8994,2023-12-08 03:05:56,9.47
cumid7559,2023-12-08 03:41:24,146.93
cumid4011,2023-12-08 04:14:26,17.05
cumid14728,2023-12-08 08:08:09,17.46
cumid14729,2023-12-08 08:13:52,37.67
cumid14730,2023-12-08 09:28:43,120.74
cumid14731,2023-12-08 10:00:21,197.95
cumid14732,2023-12-08 10:03:05,10.06
cumid14732,2023-12-08 10:07:30,0.0
cumid14733,2023-12-08 10:10:15,112.36
cumid14734,2023-12-08 10:12:36,9.32
cumid8217,2023-12-08 10:14:02,10.04
cumid14735,2023-12-08 10:21:32,9.62
cumid8911,2023-12-08 10:22:34,351.15
cumid5777,2023-12-08 10:34:07,105.84
cumid14736,2023-12-08 10:35:16,143.19
cumid14737,2023-12-08 10:41:39,9.61
cumid868,2023-12-08 10:43:57,144.64
cumid14736,2023-12-08 10:44:41,36.85
cumid14738,2023-12-08 10:48:40,345.69
cumid14739,2023-12-08 10:53:25,36.67
cumid14740,2023-12-08 11:01:09,147.74
cumid14741,2023-12-08 11:04:52,25.56
cumid14742,2023-12-08 11:13:11,120.16
cumid12072,2023-12-08 11:15:55,106.43
cumid14743,2023-12-08 11:27:58,9.61
cumid14744,2023-12-08 11:29:40,118.63
cumid14745,2023-12-08 11:46:40,17.6
cumid14746,2023-12-08 12:05:38,139.83
cumid14747,2023-12-08 12:09:44,9.86
cumid14748,2023-12-08 12:18:32,17.87
cumid14749,2023-12-08 12:22:13,149.48
cumid14750,2023-12-08 12:26:30,24.42
cumid14751,2023-12-08 12:28:24,17.91
cumid14752,2023-12-08 12:29:05,26.27
cumid14753,2023-12-08 12:29:48,17.04
cumid14754,2023-12-08 12:36:41,18.15
cumid14755,2023-12-08 12:39:08,184.85
cumid14756,2023-12-08 12:47:11,17.89
cumid14757,2023-12-08 12:47:39,37.22
cumid14758,2023-12-08 12:52:52,0.0
cumid14758,2023-12-08 12:52:52,188.39
cumid14759,2023-12-08 13:00:36,196.38
cumid10217,2023-12-08 13:02:08,140.2
cumid14760,2023-12-08 13:06:48,148.59
cumid14761,2023-12-08 13:13:46,178.81
cumid14762,2023-12-08 13:20:38,198.16
cumid14763,2023-12-08 13:25:24,366.15
cumid14764,2023-12-08 13:31:43,38.3
cumid97,2023-12-08 13:37:05,9.27
cumid9780,2023-12-08 13:37:17,21.4
cumid14765,2023-12-08 13:41:15,359.83
cumid14766,2023-12-08 13:51:17,10.01
cumid14767,2023-12-08 13:53:25,9.53
cumid14768,2023-12-08 13:56:07,17.94
cumid14769,2023-12-08 14:00:39,178.99
cumid14770,2023-12-08 14:01:45,121.3
cumid14771,2023-12-08 14:08:03,120.2
cumid707,2023-12-08 14:08:08,17.45
cumid14772,2023-12-08 14:09:17,109.8
cumid14773,2023-12-08 14:11:23,24.96
cumid14774,2023-12-08 14:14:09,17.82
cumid14775,2023-12-08 14:15:25,18.09
cumid1389,2023-12-08 14:23:58,121.26
cumid14776,2023-12-08 14:24:44,123.44
cumid14777,2023-12-08 14:32:53,267.35
cumid14778,2023-12-08 14:37:55,40.33
cumid14779,2023-12-08 14:51:26,182.2
cumid3626,2023-12-08 15:11:18,149.69
cumid14780,2023-12-08 15:21:49,181.75
cumid14781,2023-12-08 15:30:33,9.99
cumid14782,2023-12-08 15:31:14,189.33
cumid14783,2023-12-08 15:31:56,207.98
cumid14784,2023-12-08 16:04:39,143.31
cumid14785,2023-12-08 16:04:48,115.59
cumid14786,2023-12-08 16:20:15,177.73
cumid14787,2023-12-08 16:21:52,35.89
cumid14788,2023-12-08 16:24:40,18.15
cumid14789,2023-12-08 16:28:14,28.64
cumid12709,2023-12-08 16:35:22,75.21
cumid14790,2023-12-08 16:37:19,16.86
cumid14791,2023-12-08 16:52:12,221.49
cumid14792,2023-12-08 17:11:06,16.86
cumid13109,2023-12-08 17:17:51,120.79
cumid14793,2023-12-08 17:29:36,149.92
cumid14794,2023-12-08 17:39:01,74.14
cumid14795,2023-12-08 17:46:10,134.83
cumid14796,2023-12-08 17:58:30,216.15
cumid1759,2023-12-08 18:05:17,116.04
cumid14797,2023-12-08 18:08:39,29.34
cumid9902,2023-12-08 18:32:28,9.38
cumid8953,2023-12-08 18:33:02,121.26
cumid14798,2023-12-08 18:48:03,11.29
cumid14799,2023-12-08 18:52:35,257.81
cumid14800,2023-12-08 18:56:26,17.9
cumid14801,2023-12-08 19:10:49,186.62
cumid14802,2023-12-08 19:17:04,29.04
cumid14803,2023-12-08 19:23:28,145.36
cumid14804,2023-12-08 19:51:55,29.2
cumid14805,2023-12-08 19:52:18,155.97
cumid14806,2023-12-08 19:58:01,17.4
cumid14807,2023-12-08 20:03:39,179.69
cumid14808,2023-12-08 20:04:52,136.7
cumid9691,2023-12-08 20:07:25,188.27
cumid9557,2023-12-08 20:15:10,264.38
cumid14441,2023-12-08 20:32:22,62.27
cumid14809,2023-12-08 20:35:59,56.35
cumid7767,2023-12-08 20:40:10,17.78
cumid14810,2023-12-08 20:55:27,39.03
cumid14811,2023-12-08 20:58:09,17.22
cumid4266,2023-12-08 20:58:38,17.55
cumid8548,2023-12-08 21:00:43,28.93
cumid14812,2023-12-08 21:03:12,9.39
cumid14813,2023-12-08 21:06:31,351.24
cumid14814,2023-12-08 21:07:50,149.14
cumid14815,2023-12-08 21:14:51,110.43
cumid14816,2023-12-08 21:15:50,17.68
cumid13104,2023-12-08 21:23:01,36.55
cumid14818,2023-12-08 21:32:45,16.77
cumid14819,2023-12-08 21:46:14,38.86
cumid14820,2023-12-08 21:56:47,179.83
cumid14821,2023-12-08 22:09:51,9.43
cumid8112,2023-12-08 22:13:59,181.82
cumid14818,2023-12-08 22:14:33,443.64
cumid14822,2023-12-08 22:17:16,183.04
cumid14823,2023-12-08 22:26:42,29.19
cumid14824,2023-12-08 22:27:55,29.46
cumid14825,2023-12-08 22:28:58,144.5
cumid10205,2023-12-08 22:30:27,14.74
cumid14826,2023-12-08 22:31:15,261.1
cumid14827,2023-12-08 22:41:21,9.83
cumid11947,2023-12-08 22:48:31,110.03
cumid14828,2023-12-08 22:53:39,38.12
cumid14829,2023-12-08 22:54:49,194.72
cumid14830,2023-12-08 22:56:26,9.57
cumid14831,2023-12-08 23:02:43,142.46
cumid14832,2023-12-08 23:06:03,25.86
cumid14833,2023-12-08 23:09:46,0.0
cumid14834,2023-12-08 23:11:10,116.84
cumid14835,2023-12-08 23:14:52,30.13
cumid14836,2023-12-08 23:17:51,143.74
cumid14837,2023-12-08 23:29:33,148.2
cumid14838,2023-12-08 23:34:59,28.33
cumid14839,2023-12-08 23:35:36,36.76
cumid14840,2023-12-08 23:40:52,17.24
cumid10654,2023-12-08 23:41:17,17.2
cumid14841,2023-12-08 23:48:44,26.11
cumid14842,2023-12-08 23:49:00,0.0
cumid2464,2023-12-08 23:50:32,26.32
cumid14843,2023-12-08 23:50:36,18.12
cumid14844,2023-12-08 23:54:29,17.47
cumid14845,2023-12-08 23:55:39,17.67
cumid8330,2023-12-09 00:01:49,140.02
cumid4319,2023-12-09 00:04:04,146.15
cumid14846,2023-12-09 00:07:05,150.75
cumid14847,2023-12-09 00:26:38,186.02
cumid14848,2023-12-09 00:29:55,17.47
cumid14849,2023-12-09 00:42:28,142.07
cumid14850,2023-12-09 00:57:36,257.51
cumid14851,2023-12-09 01:08:15,63.57
cumid97,2023-12-09 01:12:04,36.75
cumid14852,2023-12-09 01:25:39,148.26
cumid14853,2023-12-09 01:53:01,147.66
cumid14854,2023-12-09 02:12:50,9.58
cumid14855,2023-12-09 02:26:56,112.53
cumid14856,2023-12-09 02:32:50,113.14
cumid14857,2023-12-09 02:49:06,36.48
cumid14858,2023-12-09 03:13:18,17.48
cumid14859,2023-12-09 03:45:49,38.77
cumid14860,2023-12-09 04:32:22,113.52
cumid14861,2023-12-09 04:39:15,9.41
cumid14862,2023-12-09 04:45:43,60.85
cumid14863,2023-12-09 04:56:33,9.91
cumid14864,2023-12-09 05:55:10,30.45
cumid14865,2023-12-09 06:35:48,142.79
cumid14866,2023-12-09 07:08:14,9.55
cumid3239,2023-12-09 07:45:28,116.95
cumid14867,2023-12-09 08:08:55,74.64
cumid14868,2023-12-09 08:26:02,116.34
cumid14869,2023-12-09 08:41:06,139.64
cumid13333,2023-12-09 08:55:49,227.11
cumid14870,2023-12-09 09:13:43,190.58
cumid14871,2023-12-09 09:23:39,9.78
cumid14872,2023-12-09 09:24:24,15.91
cumid14873,2023-12-09 09:32:24,9.31
cumid12933,2023-12-09 09:40:38,35.83
cumid14874,2023-12-09 09:43:39,58.5
cumid14875,2023-12-09 09:47:15,16.94
cumid5951,2023-12-09 10:02:23,122.9
cumid14876,2023-12-09 10:03:20,341.53
cumid14877,2023-12-09 10:09:09,28.47
cumid14878,2023-12-09 10:16:00,263.92
cumid5694,2023-12-09 10:35:38,653.37
cumid14879,2023-12-09 10:49:43,9.3
cumid14880,2023-12-09 10:51:55,17.23
cumid14502,2023-12-09 11:02:36,191.8
cumid14881,2023-12-09 11:13:41,9.9
cumid14882,2023-12-09 11:25:31,9.71
cumid14883,2023-12-09 11:31:10,108.51
cumid3770,2023-12-09 11:53:32,145.65
cumid14884,2023-12-09 11:57:09,141.56
cumid14885,2023-12-09 11:59:55,37.87
cumid14886,2023-12-09 12:09:53,16.95
cumid14887,2023-12-09 12:29:42,17.84
cumid14888,2023-12-09 12:30:45,24.57
cumid14887,2023-12-09 12:31:15,0.0
cumid14887,2023-12-09 12:31:34,0.0
cumid14889,2023-12-09 12:33:02,113.04
cumid14890,2023-12-09 12:41:13,24.44
cumid8148,2023-12-09 12:52:43,37.03
cumid14891,2023-12-09 12:55:17,147.03
cumid14892,2023-12-09 13:03:38,17.18
cumid14893,2023-12-09 13:21:13,9.5
cumid14894,2023-12-09 13:39:17,188.66
cumid14895,2023-12-09 13:50:43,37.89
cumid43,2023-12-09 13:57:59,187.73
cumid14896,2023-12-09 14:03:47,17.51
cumid14897,2023-12-09 14:07:07,112.8
cumid14898,2023-12-09 14:08:48,10.01
cumid14899,2023-12-09 14:16:52,37.04
cumid14900,2023-12-09 14:27:06,148.11
cumid14901,2023-12-09 14:29:13,197.67
cumid14902,2023-12-09 14:30:07,114.71
cumid14903,2023-12-09 14:44:35,9.85
cumid14904,2023-12-09 14:46:23,142.55
cumid14905,2023-12-09 14:50:46,200.08
cumid14906,2023-12-09 14:52:28,21.31
cumid14907,2023-12-09 14:54:19,38.74
cumid9480,2023-12-09 15:00:05,0.11
cumid9807,2023-12-09 15:00:05,0.12
cumid14908,2023-12-09 15:00:05,0.11
cumid4144,2023-12-09 15:00:07,0.12
cumid14909,2023-12-09 15:00:08,0.12
cumid6378,2023-12-09 15:00:35,0.11
cumid561,2023-12-09 15:04:34,140.64
cumid14910,2023-12-09 15:07:06,17.27
cumid14911,2023-12-09 15:13:04,142.87
cumid14908,2023-12-09 15:18:29,9.5
cumid14912,2023-12-09 15:22:17,116.95
cumid14913,2023-12-09 15:37:49,17.63
cumid14914,2023-12-09 15:40:35,9.55
cumid14915,2023-12-09 15:43:05,188.21
cumid14916,2023-12-09 15:45:51,15.55
cumid14917,2023-12-09 15:49:43,9.77
cumid14918,2023-12-09 15:53:00,0.0
cumid14919,2023-12-09 16:12:24,115.5
cumid14920,2023-12-09 16:24:34,114.1
cumid14921,2023-12-09 16:41:58,150.64
cumid14922,2023-12-09 16:45:55,148.1
cumid14923,2023-12-09 16:46:52,38.93
cumid14924,2023-12-09 16:48:48,179.17
cumid14925,2023-12-09 17:04:29,5382.69
cumid14926,2023-12-09 17:15:08,114.63
cumid14927,2023-12-09 17:23:44,17.05
cumid14928,2023-12-09 17:47:56,30.25
cumid14929,2023-12-09 17:52:50,20.78
cumid14576,2023-12-09 18:07:14,277.95
cumid14930,2023-12-09 18:27:46,24.92
cumid14931,2023-12-09 18:45:10,17.25
cumid14932,2023-12-09 18:59:01,109.45
cumid14933,2023-12-09 18:59:20,17.21
cumid14115,2023-12-09 19:01:31,11.5
cumid14934,2023-12-09 19:02:20,113.66
cumid4283,2023-12-09 19:24:16,25.9
cumid3388,2023-12-09 19:50:13,37.8
cumid14935,2023-12-09 20:03:45,107.95
cumid9069,2023-12-09 20:04:17,149.97
cumid7805,2023-12-09 20:17:02,197.52
cumid14936,2023-12-09 20:25:13,118.25
cumid5372,2023-12-09 20:32:00,9.68
cumid14937,2023-12-09 20:43:06,117.17
cumid9902,2023-12-09 20:49:02,192.01
cumid14938,2023-12-09 20:59:42,97.89
cumid14939,2023-12-09 21:22:22,139.55
cumid14940,2023-12-09 21:30:18,120.73
cumid14941,2023-12-09 21:35:29,18.14
cumid4953,2023-12-09 21:35:31,272.0
cumid14942,2023-12-09 21:41:49,9.36
cumid14943,2023-12-09 21:43:09,9.63
cumid9094,2023-12-09 22:00:33,188.7
cumid14944,2023-12-09 22:01:08,9.4
cumid14945,2023-12-09 22:03:29,113.87
cumid14946,2023-12-09 22:04:34,37.43
cumid14947,2023-12-09 22:08:36,9.76
cumid14948,2023-12-09 22:09:32,131.1
cumid14949,2023-12-09 22:22:13,125.37
cumid11494,2023-12-09 22:25:25,36.81
cumid14950,2023-12-09 22:26:42,36.13
cumid14951,2023-12-09 22:27:39,39.17
cumid14952,2023-12-09 22:28:28,279.07
cumid1606,2023-12-09 22:29:43,25.23
cumid14953,2023-12-09 22:38:40,39.35
cumid4663,2023-12-09 22:41:16,116.65
cumid14954,2023-12-09 22:51:45,280.86
cumid14955,2023-12-09 22:54:01,110.43
cumid14956,2023-12-09 23:00:21,150.71
cumid14957,2023-12-09 23:01:06,130.91
cumid14958,2023-12-09 23:01:22,139.41
cumid14959,2023-12-09 23:10:21,9.96
cumid2854,2023-12-09 23:14:31,25.78
cumid14960,2023-12-09 23:25:06,9.72
cumid14961,2023-12-09 23:26:51,17.94
cumid14962,2023-12-09 23:36:52,16.79
cumid14963,2023-12-09 23:49:02,144.03
cumid14964,2023-12-09 23:55:32,111.44
cumid14965,2023-12-10 00:01:11,9.31
cumid14966,2023-12-10 00:10:11,9.34
cumid43,2023-12-10 00:11:02,9.73
cumid5865,2023-12-10 00:21:30,142.56
cumid14967,2023-12-10 00:26:52,37.74
cumid14968,2023-12-10 00:30:48,144.19
cumid14969,2023-12-10 00:40:01,17.92
cumid14970,2023-12-10 00:49:11,115.22
cumid14971,2023-12-10 00:55:29,9.45
cumid10145,2023-12-10 01:24:13,289.77
cumid14971,2023-12-10 01:26:36,313.78
cumid14972,2023-12-10 01:46:19,165.88
cumid14973,2023-12-10 01:47:03,38.22
cumid14974,2023-12-10 01:56:10,9.91
cumid8118,2023-12-10 02:05:53,18.03
cumid14975,2023-12-10 02:49:00,9.7
cumid511,2023-12-10 02:59:15,116.22
cumid14976,2023-12-10 07:14:09,24.7
cumid14977,2023-12-10 07:21:01,192.69
